image_filename,original_raw_path,source_manuscript,split,width,height
mscoll390_item461_3537_0002_web.jpg,data/raw/mscoll390_item461/3537_0002_web.jpg,mscoll390_item461,test,1484,1800
mscoll390_item496_3594_0004_web.jpg,data/raw/mscoll390_item496/3594_0004_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0005_web.jpg,data/raw/mscoll390_item496/3594_0005_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0008_web.jpg,data/raw/mscoll390_item496/3594_0008_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0015_web.jpg,data/raw/mscoll390_item496/3594_0015_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0006_web.jpg,data/raw/mscoll390_item496/3594_0006_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0018_web.jpg,data/raw/mscoll390_item496/3594_0018_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0022_web.jpg,data/raw/mscoll390_item496/3594_0022_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0011_web.jpg,data/raw/mscoll390_item496/3594_0011_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0013_web.jpg,data/raw/mscoll390_item496/3594_0013_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0012_web.jpg,data/raw/mscoll390_item496/3594_0012_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0017_web.jpg,data/raw/mscoll390_item496/3594_0017_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0001_web.jpg,data/raw/mscoll390_item496/3594_0001_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0023_web.jpg,data/raw/mscoll390_item496/3594_0023_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0021_web.jpg,data/raw/mscoll390_item496/3594_0021_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0009_web.jpg,data/raw/mscoll390_item496/3594_0009_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0019_web.jpg,data/raw/mscoll390_item496/3594_0019_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0000_web.jpg,data/raw/mscoll390_item496/3594_0000_web.jpg,mscoll390_item496,train,1800,914
mscoll390_item496_3594_0010_web.jpg,data/raw/mscoll390_item496/3594_0010_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0002_web.jpg,data/raw/mscoll390_item496/3594_0002_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0020_web.jpg,data/raw/mscoll390_item496/3594_0020_web.jpg,mscoll390_item496,train,1800,1666
mscoll390_item496_3594_0007_web.jpg,data/raw/mscoll390_item496/3594_0007_web.jpg,mscoll390_item496,val,1800,1666
mscoll390_item496_3594_0003_web.jpg,data/raw/mscoll390_item496/3594_0003_web.jpg,mscoll390_item496,val,1800,1666
mscoll390_item496_3594_0024_web.jpg,data/raw/mscoll390_item496/3594_0024_web.jpg,mscoll390_item496,val,1800,914
mscoll390_item496_3594_0016_web.jpg,data/raw/mscoll390_item496/3594_0016_web.jpg,mscoll390_item496,test,1800,1666
mscoll390_item496_3594_0014_web.jpg,data/raw/mscoll390_item496/3594_0014_web.jpg,mscoll390_item496,test,1800,1666
mscoll390_item529_5770_0002_web.jpg,data/raw/mscoll390_item529/5770_0002_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0012_web.jpg,data/raw/mscoll390_item529/5770_0012_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0023_web.jpg,data/raw/mscoll390_item529/5770_0023_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0022_web.jpg,data/raw/mscoll390_item529/5770_0022_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0000_web.jpg,data/raw/mscoll390_item529/5770_0000_web.jpg,mscoll390_item529,train,1800,862
mscoll390_item529_5770_0009_web.jpg,data/raw/mscoll390_item529/5770_0009_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0014_web.jpg,data/raw/mscoll390_item529/5770_0014_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0008_web.jpg,data/raw/mscoll390_item529/5770_0008_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0011_web.jpg,data/raw/mscoll390_item529/5770_0011_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0005_web.jpg,data/raw/mscoll390_item529/5770_0005_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0024_web.jpg,data/raw/mscoll390_item529/5770_0024_web.jpg,mscoll390_item529,train,1800,862
mscoll390_item529_5770_0010_web.jpg,data/raw/mscoll390_item529/5770_0010_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0016_web.jpg,data/raw/mscoll390_item529/5770_0016_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0001_web.jpg,data/raw/mscoll390_item529/5770_0001_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0003_web.jpg,data/raw/mscoll390_item529/5770_0003_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0013_web.jpg,data/raw/mscoll390_item529/5770_0013_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0019_web.jpg,data/raw/mscoll390_item529/5770_0019_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0007_web.jpg,data/raw/mscoll390_item529/5770_0007_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0015_web.jpg,data/raw/mscoll390_item529/5770_0015_web.jpg,mscoll390_item529,train,1800,1532
mscoll390_item529_5770_0020_web.jpg,data/raw/mscoll390_item529/5770_0020_web.jpg,mscoll390_item529,val,1800,1532
mscoll390_item529_5770_0018_web.jpg,data/raw/mscoll390_item529/5770_0018_web.jpg,mscoll390_item529,val,1800,1532
mscoll390_item529_5770_0004_web.jpg,data/raw/mscoll390_item529/5770_0004_web.jpg,mscoll390_item529,val,1800,1532
mscoll390_item529_5770_0017_web.jpg,data/raw/mscoll390_item529/5770_0017_web.jpg,mscoll390_item529,test,1800,1532
mscoll390_item529_5770_0006_web.jpg,data/raw/mscoll390_item529/5770_0006_web.jpg,mscoll390_item529,test,1800,1532
